"Number","Name","AssetId","TechnologyId","Category","TypeA","TypeB","Rank","Rarity","Price","Weight","StackSize","Description","ImageUrl","LocalIcon","PaldeckUrl","CommandGive","CommandGiveMe"
,"Bellanoir Libero (Ultra) Slab","PalSummon_NightLady_Dark_2","PalSummon_NightLady_Dark_2","Pal Summon","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeOther","1","4","10","1","9999","Slab overflowing with Bellanoir Libero's energy. Offer to a Summoning Altar to summon an inconceivably powerful (Lv ??) Bellanoir Libero.",,,"https://paldeck.cc/items/PalSummon_NightLady_Dark_2","!give PalSummon_NightLady_Dark_2:9999","!giveme PalSummon_NightLady_Dark_2:9999"
,"Bellanoir Libero's Slab Fragment","PalSummon_NightLady_Dark_Parts","PalSummon_NightLady_Dark_Parts","Pal Summon","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","1","10","0.25","9999","Fragment depicting Bellanoir Libero. Combine all of them to create a Slab.",,,"https://paldeck.cc/items/PalSummon_NightLady_Dark_Parts","!give PalSummon_NightLady_Dark_Parts:9999","!giveme PalSummon_NightLady_Dark_Parts:9999"
,"Bellanoir Libero (Ultra) Slab Fragment","PalSummon_NightLady_Dark_Parts_2","PalSummon_NightLady_Dark_Parts_2","Pal Summon","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","2","10","0.25","9999","Fragment overflowing with Bellanoir Libero's energy. Combine all of them to create a Slab.",,,"https://paldeck.cc/items/PalSummon_NightLady_Dark_Parts_2","!give PalSummon_NightLady_Dark_Parts_2:9999","!giveme PalSummon_NightLady_Dark_Parts_2:9999"
,"Bellanoir's Slab Fragment","PalSummon_NightLady_Parts","PalSummon_NightLady_Parts","Pal Summon","EPalItemTypeA::Blueprint","EPalItemTypeB::Blueprint","1","0","10","0.25","9999","Fragment depicting Bellanoir. Combine all of them to create a Slab.",,,"https://paldeck.cc/items/PalSummon_NightLady_Parts","!give PalSummon_NightLady_Parts:9999","!giveme PalSummon_NightLady_Parts:9999"
,"Celestial Sigil","PalSummon_YakushimaBoss002","PalSummon_YakushimaBoss002","Pal Summon","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeOther","1","3","36000","1","9999","[Tides of Terraria] A seal inscribed with cryptic symbols. Offer to a Summoning Altar to summon a powerful entity.",,,"https://paldeck.cc/items/PalSummon_YakushimaBoss002","!give PalSummon_YakushimaBoss002:9999","!giveme PalSummon_YakushimaBoss002:9999"
,"Celestial Sigil [Master]","PalSummon_YakushimaBoss002_2","PalSummon_YakushimaBoss002_2","Pal Summon","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeOther","1","4","10","1","9999","[Tides of Terraria] A seal inscribed with cryptic symbols. Offer to an Summoning Altar to summon an inconceivably powerful entity.",,,"https://paldeck.cc/items/PalSummon_YakushimaBoss002_2","!give PalSummon_YakushimaBoss002_2:9999","!giveme PalSummon_YakushimaBoss002_2:9999"
,"Small Pal Soul","PalUpgradeStone","PalUpgradeStone","Other","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","2","1","10","0.1","9999","A spirit left behind by a small Pal. It can draw out hidden abilities if offered to a Statue of Power.",,,"https://paldeck.cc/items/PalUpgradeStone","!give PalUpgradeStone:9999","!giveme PalUpgradeStone:9999"
,"Medium Pal Soul","PalUpgradeStone2","PalUpgradeStone2","Other","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","2","2","10","0.15","9999","A spirit left behind by a Pal. It can draw out hidden abilities if offered to a Statue of Power.",,,"https://paldeck.cc/items/PalUpgradeStone2","!give PalUpgradeStone2:9999","!giveme PalUpgradeStone2:9999"
,"Large Pal Soul","PalUpgradeStone3","PalUpgradeStone3","Other","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","2","3","10","0.2","9999","A spirit left behind by a large Pal. It can draw out hidden abilities if offered to a Statue of Power.",,,"https://paldeck.cc/items/PalUpgradeStone3","!give PalUpgradeStone3:9999","!giveme PalUpgradeStone3:9999"
,"Giant Pal Soul","PalUpgradeStone4","PalUpgradeStone4","Other","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","2","4","10","0.2","9999","The soul left behind by a highly trained Pal. It can draw out hidden abilities if offered to a Statue of Power.",,,"https://paldeck.cc/items/PalUpgradeStone4","!give PalUpgradeStone4:9999","!giveme PalUpgradeStone4:9999"
,"Bread","Pan","Pan","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishVegetable","1","0","300","0.3","9999","Bread made from baked Flour. A tasty staple food.",,,"https://paldeck.cc/items/Pan","!give Pan:9999","!giveme Pan:9999"
,"Pancake","Pancake","Pancake","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishVegetable","2","0","540","0.5","9999","A dish made by mixing Flour and Milk together then baking. Eating it progressively decreases the rate at which one's sanity decreases for a period of time.",,,"https://paldeck.cc/items/Pancake","!give Pancake:9999","!giveme Pancake:9999"
,"en Text +69","PenguinLauncher","PenguinLauncher","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponRocketLauncher","99","3","1","30","1","en Text",,,"https://paldeck.cc/items/PenguinLauncher","!give PenguinLauncher:9999","!giveme PenguinLauncher:9999"
,"Pal Metal Pickaxe","Pickaxe_Steal","Pickaxe_Steal","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","4","3","112920","25","1","A pickaxe for mining. It has achieved extraordinary efficiency thanks to Pal Metal.",,,"https://paldeck.cc/items/Pickaxe_Steal","!give Pickaxe_Steal:9999","!giveme Pickaxe_Steal:9999"
,"Stone Pickaxe","Pickaxe_Tier_00","Pickaxe_Tier_00","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","1","0","140","10","1","A pickaxe used for mining. Made from stone, the efficiency is questionable.",,,"https://paldeck.cc/items/Pickaxe_Tier_00","!give Pickaxe_Tier_00:9999","!giveme Pickaxe_Tier_00:9999"
,"Metal Pickaxe","Pickaxe_Tier_01","Pickaxe_Tier_01","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","2","1","4820","15","1","A pickaxe used for mining. Made from metal, its durability and efficiency have improved.",,,"https://paldeck.cc/items/Pickaxe_Tier_01","!give Pickaxe_Tier_01:9999","!giveme Pickaxe_Tier_01:9999"
,"Refined Metal Pickaxe","Pickaxe_Tier_02","Pickaxe_Tier_02","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","3","2","10320","20","1","A pickaxe used for mining. Its durability and efficiency have further improved.",,,"https://paldeck.cc/items/Pickaxe_Tier_02","!give Pickaxe_Tier_02:9999","!giveme Pickaxe_Tier_02:9999"
,"en Text +2","Pickaxe_Tier_03","Pickaxe_Tier_03","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","3","3","1","25","1","en Text",,,"https://paldeck.cc/items/Pickaxe_Tier_03","!give Pickaxe_Tier_03:9999","!giveme Pickaxe_Tier_03:9999"
,"Pizza","Pizza","Pizza","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","3","0","1090","0.5","9999","A dish made by piling Red Berries, Tomato and cheese on Bread. Eating it slightly improves work speed and allows you to stay fuller for slightly longer for a period of time.",,,"https://paldeck.cc/items/Pizza","!give Pizza:9999","!giveme Pizza:9999"
,"Plasteel","Plastic","Plastic","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialIngot","3","0","2520","1","9999","Plasteel created by processing Crude Oil and metal. Can be produced in a Electric Furnace.",,,"https://paldeck.cc/items/Plastic","!give Plastic:9999","!giveme Plastic:9999"
,"Plasteel Armor","PlasticArmor","PlasticArmor","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","0","151560","35","1","Armor made of Plasteel. In addition to enhanced defense capabilities, its weight was also reduced. Equipment that pushes the limits of technology.",,,"https://paldeck.cc/items/PlasticArmor","!give PlasticArmor:9999","!giveme PlasticArmor:9999"
,"Plasteel Armor +1","PlasticArmor_2","PlasticArmor_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","1","190000","35","1","Armor made of Plasteel. In addition to enhanced defense capabilities, its weight was also reduced. Equipment that pushes the limits of technology.",,,"https://paldeck.cc/items/PlasticArmor_2","!give PlasticArmor_2:9999","!giveme PlasticArmor_2:9999"
,"Plasteel Armor +2","PlasticArmor_3","PlasticArmor_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","2","230560","35","1","Armor made of Plasteel. In addition to enhanced defense capabilities, its weight was also reduced. Equipment that pushes the limits of technology.",,,"https://paldeck.cc/items/PlasticArmor_3","!give PlasticArmor_3:9999","!giveme PlasticArmor_3:9999"
,"Plasteel Armor +3","PlasticArmor_4","PlasticArmor_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","3","266590","35","1","Armor made of Plasteel. In addition to enhanced defense capabilities, its weight was also reduced. Equipment that pushes the limits of technology.",,,"https://paldeck.cc/items/PlasticArmor_4","!give PlasticArmor_4:9999","!giveme PlasticArmor_4:9999"
,"Plasteel Armor +4","PlasticArmor_5","PlasticArmor_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","4","310320","35","1","Armor made of Plasteel. In addition to enhanced defense capabilities, its weight was also reduced. Equipment that pushes the limits of technology.",,,"https://paldeck.cc/items/PlasticArmor_5","!give PlasticArmor_5:9999","!giveme PlasticArmor_5:9999"
,"Cold Resistant Plasteel Armor","PlasticArmorCold","PlasticArmorCold","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","0","160200","35","1","Improved Plasteel Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/PlasticArmorCold","!give PlasticArmorCold:9999","!giveme PlasticArmorCold:9999"
,"Cold Resistant Plasteel Armor +1","PlasticArmorCold_2","PlasticArmorCold_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","1","200360","35","1","Improved Plasteel Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/PlasticArmorCold_2","!give PlasticArmorCold_2:9999","!giveme PlasticArmorCold_2:9999"
,"Cold Resistant Plasteel Armor +2","PlasticArmorCold_3","PlasticArmorCold_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","2","243520","35","1","Improved Plasteel Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/PlasticArmorCold_3","!give PlasticArmorCold_3:9999","!giveme PlasticArmorCold_3:9999"
,"Cold Resistant Plasteel Armor +3","PlasticArmorCold_4","PlasticArmorCold_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","3","281280","35","1","Improved Plasteel Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/PlasticArmorCold_4","!give PlasticArmorCold_4:9999","!giveme PlasticArmorCold_4:9999"
,"Cold Resistant Plasteel Armor +4","PlasticArmorCold_5","PlasticArmorCold_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","4","327600","35","1","Improved Plasteel Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/PlasticArmorCold_5","!give PlasticArmorCold_5:9999","!giveme PlasticArmorCold_5:9999"
,"Heat Resistant Plasteel Armor","PlasticArmorHeat","PlasticArmorHeat","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","0","158760","35","1","Improved Plasteel Armor. Boasts high heat resistance.",,,"https://paldeck.cc/items/PlasticArmorHeat","!give PlasticArmorHeat:9999","!giveme PlasticArmorHeat:9999"
,"Heat Resistant Plasteel Armor +1","PlasticArmorHeat_2","PlasticArmorHeat_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","1","199000","35","1","Improved Plasteel Armor. Boasts high heat resistance.",,,"https://paldeck.cc/items/PlasticArmorHeat_2","!give PlasticArmorHeat_2:9999","!giveme PlasticArmorHeat_2:9999"
,"Heat Resistant Plasteel Armor +2","PlasticArmorHeat_3","PlasticArmorHeat_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","2","241360","35","1","Improved Plasteel Armor. Boasts high heat resistance.",,,"https://paldeck.cc/items/PlasticArmorHeat_3","!give PlasticArmorHeat_3:9999","!giveme PlasticArmorHeat_3:9999"
,"Heat Resistant Plasteel Armor +3","PlasticArmorHeat_4","PlasticArmorHeat_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","3","279190","35","1","Improved Plasteel Armor. Boasts high heat resistance.",,,"https://paldeck.cc/items/PlasticArmorHeat_4","!give PlasticArmorHeat_4:9999","!giveme PlasticArmorHeat_4:9999"
,"Heat Resistant Plasteel Armor +4","PlasticArmorHeat_5","PlasticArmorHeat_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","4","324720","35","1","Improved Plasteel Armor. Boasts high heat resistance.",,,"https://paldeck.cc/items/PlasticArmorHeat_5","!give PlasticArmorHeat_5:9999","!giveme PlasticArmorHeat_5:9999"
,"Lightweight Plasteel Armor","PlasticArmorWeight","PlasticArmorWeight","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","0","158470","35","1","Improved Plasteel Armor. Increases carrying capacity.",,,"https://paldeck.cc/items/PlasticArmorWeight","!give PlasticArmorWeight:9999","!giveme PlasticArmorWeight:9999"
,"Lightweight Plasteel Armor +1","PlasticArmorWeight_2","PlasticArmorWeight_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","1","198640","35","1","Improved Plasteel Armor. Increases carrying capacity.",,,"https://paldeck.cc/items/PlasticArmorWeight_2","!give PlasticArmorWeight_2:9999","!giveme PlasticArmorWeight_2:9999"
,"Lightweight Plasteel Armor +2","PlasticArmorWeight_3","PlasticArmorWeight_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","2","240920","35","1","Improved Plasteel Armor. Increases carrying capacity.",,,"https://paldeck.cc/items/PlasticArmorWeight_3","!give PlasticArmorWeight_3:9999","!giveme PlasticArmorWeight_3:9999"
,"Lightweight Plasteel Armor +3","PlasticArmorWeight_4","PlasticArmorWeight_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","3","278690","35","1","Improved Plasteel Armor. Increases carrying capacity.",,,"https://paldeck.cc/items/PlasticArmorWeight_4","!give PlasticArmorWeight_4:9999","!giveme PlasticArmorWeight_4:9999"
,"Lightweight Plasteel Armor +4","PlasticArmorWeight_5","PlasticArmorWeight_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","4","4","324140","35","1","Improved Plasteel Armor. Increases carrying capacity.",,,"https://paldeck.cc/items/PlasticArmorWeight_5","!give PlasticArmorWeight_5:9999","!giveme PlasticArmorWeight_5:9999"
,"Plasteel Helmet","PlasticHelmet","PlasticHelmet","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","4","0","97980","12","1","Helmet made of Plasteel. In addition to enhanced defense capabilities, its weight was also reduced. Equipment that pushes the limits of technology.",,,"https://paldeck.cc/items/PlasticHelmet","!give PlasticHelmet:9999","!giveme PlasticHelmet:9999"
,"Plasteel Helmet +1","PlasticHelmet_2","PlasticHelmet_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","4","1","125700","12","1","Helmet made of Plasteel. In addition to enhanced defense capabilities, its weight was also reduced. Equipment that pushes the limits of technology.",,,"https://paldeck.cc/items/PlasticHelmet_2","!give PlasticHelmet_2:9999","!giveme PlasticHelmet_2:9999"
,"Plasteel Helmet +2","PlasticHelmet_3","PlasticHelmet_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","4","2","151020","12","1","Helmet made of Plasteel. In addition to enhanced defense capabilities, its weight was also reduced. Equipment that pushes the limits of technology.",,,"https://paldeck.cc/items/PlasticHelmet_3","!give PlasticHelmet_3:9999","!giveme PlasticHelmet_3:9999"
,"Plasteel Helmet +3","PlasticHelmet_4","PlasticHelmet_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","4","3","176340","12","1","Helmet made of Plasteel. In addition to enhanced defense capabilities, its weight was also reduced. Equipment that pushes the limits of technology.",,,"https://paldeck.cc/items/PlasticHelmet_4","!give PlasticHelmet_4:9999","!giveme PlasticHelmet_4:9999"
,"Plasteel Helmet +4","PlasticHelmet_5","PlasticHelmet_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","4","4","203160","12","1","Helmet made of Plasteel. In addition to enhanced defense capabilities, its weight was also reduced. Equipment that pushes the limits of technology.",,,"https://paldeck.cc/items/PlasticHelmet_5","!give PlasticHelmet_5:9999","!giveme PlasticHelmet_5:9999"
,"Depresso Armor","Player_Outfit_Kigurumi001","Player_Outfit_Kigurumi001","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","99","3","74520","30","1","A costume bodypiece modeled after Depresso.",,,"https://paldeck.cc/items/Player_Outfit_Kigurumi001","!give Player_Outfit_Kigurumi001:9999","!giveme Player_Outfit_Kigurumi001:9999"
,"Champion's Emblem","PlayerDropItem","PlayerDropItem","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialJewelry","1","3","1","0","9999","An emblem of glory earned through victory. Bearing it signifies superiority on the battlefield.",,,"https://paldeck.cc/items/PlayerDropItem","!give PlayerDropItem:9999","!giveme PlayerDropItem:9999"
,"Mysterious Mushroom","PoisonMushroom","PoisonMushroom","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodVegetable","1","0","800","1","9999","Mushrooms that are not suitable for eating raw. Eating makes one more prone to feeling hungry.",,,"https://paldeck.cc/items/PoisonMushroom","!give PoisonMushroom:9999","!giveme PoisonMushroom:9999"
,"Polymer","Polymer","Polymer","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","3","0","1080","0.5","9999","Polymer made from refined oil. Required for producing various advanced items such as firearms. Can be crafted at Production Assembly Line.",,,"https://paldeck.cc/items/Polymer","!give Polymer:9999","!giveme Polymer:9999"
,"Beautiful Flower","Poppy","Poppy","Food","EPalItemTypeA::Material","EPalItemTypeB::Drug","1","0","500","0.2","9999","A plant that blooms colorful flowers. Can be used to make Suspicious Juice and Strange Juice.",,,"https://paldeck.cc/items/Poppy","!give Poppy:9999","!giveme Poppy:9999"
,"Potage","Potage","Potage","Other","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","2","0","1","0.3","9999","Potage",,,"https://paldeck.cc/items/Potage","!give Potage:9999","!giveme Potage:9999"
,"Potato","Potato","Potato","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodVegetable","1","0","100","1","9999","A hardy and filling crop that grows in any terrain. Not suitable for raw consumption.",,,"https://paldeck.cc/items/Potato","!give Potato:9999","!giveme Potato:9999"
,"en Text +71","Potato_old","Potato_old","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodVegetable","1","0","1","1","9999","en Text",,,"https://paldeck.cc/items/Potato_old","!give Potato_old:9999","!giveme Potato_old:9999"
,"French Fries","PotatoChips","PotatoChips","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishVegetable","2","1","600","0.5","9999","A dish made by deep-frying Potato. Once you start eating, you can't stop. Eating it will make it harder for your SAN value to decrease for a period of time.",,,"https://paldeck.cc/items/PotatoChips","!give PotatoChips:9999","!giveme PotatoChips:9999"
,"PotatoSeedPotatoes","PotatoSeedPotatoes","PotatoSeedPotatoes","Consumables","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","1","0","50","0.05","9999","PotatoSeedPotatoes",,,"https://paldeck.cc/items/PotatoSeedPotatoes","!give PotatoSeedPotatoes:9999","!giveme PotatoSeedPotatoes:9999"
,"Potato Seeds","PotatoSeeds","PotatoSeeds","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","1","0","50","0.05","9999","Seeds that produce Potato. Necessary for starting a farm.",,,"https://paldeck.cc/items/PotatoSeeds","!give PotatoSeeds:9999","!giveme PotatoSeeds:9999"
,"Recovery Meds","Potion","Potion","Food","EPalItemTypeA::Consume","EPalItemTypeB::Drug","3","1","6180","0.2","9999","Medicine that heals wounds over time. Restores a decent amount of Health.",,,"https://paldeck.cc/items/Potion","!give Potion:9999","!giveme Potion:9999"
,"Advanced Recovery Meds","Potion_Extreme","Potion_Extreme","Food","EPalItemTypeA::Consume","EPalItemTypeB::Drug","5","3","20520","0.2","9999","Medicine that heals wounds over time. Extremely high quality, it rapidly restores HP before your eyes.",,,"https://paldeck.cc/items/Potion_Extreme","!give Potion_Extreme:9999","!giveme Potion_Extreme:9999"
,"High Quality Recovery Meds","Potion_High","Potion_High","Food","EPalItemTypeA::Consume","EPalItemTypeB::Drug","4","2","12600","0.2","9999","Medicine that heals wounds over time. High quality; restores a lot of Health.",,,"https://paldeck.cc/items/Potion_High","!give Potion_High:9999","!giveme Potion_High:9999"
,"Low Quality Recovery Meds","Potion_Low","Potion_Low","Food","EPalItemTypeA::Consume","EPalItemTypeB::Drug","2","0","2820","0.2","9999","Medicine that heals wounds over time. Low quality, but restores some Health.",,,"https://paldeck.cc/items/Potion_Low","!give Potion_Low:9999","!giveme Potion_Low:9999"
,"Predator Core","PredatorCrystal","PredatorCrystal","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialJewelry","4","3","20000","0","9999","Core dropped by Predator Pals. It is filled with mysterious energy.",,,"https://paldeck.cc/items/PredatorCrystal","!give PredatorCrystal:9999","!giveme PredatorCrystal:9999"
,"Mythical Wooden Board","Premium_Processed_Wood","Premium_Processed_Wood","Other","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","99","3","1","4","9999","Planks made by processing mystical wood, emitting a faint light. They contain power beyond human understanding and make an ideal core material.",,,"https://paldeck.cc/items/Premium_Processed_Wood","!give Premium_Processed_Wood:9999","!giveme Premium_Processed_Wood:9999"
,"Wooden Board","Processed_Wood","Processed_Wood","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","1","0","260","2","9999","Planks made from processed wood for easier use. More versatile than raw logs, with a wide variety of uses. Can be crafted at Primitive Workbench.",,,"https://paldeck.cc/items/Processed_Wood","!give Processed_Wood:9999","!giveme Processed_Wood:9999"
,"- +1","Propellant","Propellant","Other","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","4","0","1","1","9999","-",,,"https://paldeck.cc/items/Propellant","!give Propellant:9999","!giveme Propellant:9999"
,"Pump-Action Shotgun","PumpActionShotgun","PumpActionShotgun","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","3","0","61920","20","1","A high capacity, powerful shotgun. It has outstanding close range DPS.",,,"https://paldeck.cc/items/PumpActionShotgun","!give PumpActionShotgun:9999","!giveme PumpActionShotgun:9999"
,"Pump-Action Shotgun +1","PumpActionShotgun_2","PumpActionShotgun_2","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","3","1","77660","20","1","A high capacity, powerful shotgun. It has outstanding close range DPS.",,,"https://paldeck.cc/items/PumpActionShotgun_2","!give PumpActionShotgun_2:9999","!giveme PumpActionShotgun_2:9999"
,"Pump-Action Shotgun +2","PumpActionShotgun_3","PumpActionShotgun_3","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","3","2","95280","20","1","A high capacity, powerful shotgun. It has outstanding close range DPS.",,,"https://paldeck.cc/items/PumpActionShotgun_3","!give PumpActionShotgun_3:9999","!giveme PumpActionShotgun_3:9999"
,"Pump-Action Shotgun +3","PumpActionShotgun_4","PumpActionShotgun_4","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","3","3","111020","20","1","A high capacity, powerful shotgun. It has outstanding close range DPS.",,,"https://paldeck.cc/items/PumpActionShotgun_4","!give PumpActionShotgun_4:9999","!giveme PumpActionShotgun_4:9999"
,"Pump-Action Shotgun +4","PumpActionShotgun_5","PumpActionShotgun_5","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","3","4","128640","20","1","A high capacity, powerful shotgun. It has outstanding close range DPS.",,,"https://paldeck.cc/items/PumpActionShotgun_5","!give PumpActionShotgun_5:9999","!giveme PumpActionShotgun_5:9999"
,"en Text +72","Pumpkin","Pumpkin","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodVegetable","1","0","1","1.5","9999","en Text",,,"https://paldeck.cc/items/Pumpkin","!give Pumpkin:9999","!giveme Pumpkin:9999"
,"Unknown Item (PV_Glider_Manta)","PV_Glider_Manta","PV_Glider_Manta","Other","EPalItemTypeA::Glider","EPalItemTypeB::Glider","4","0","1","15","1","Unknown Description (PV_Glider_Manta)",,,"https://paldeck.cc/items/PV_Glider_Manta","!give PV_Glider_Manta:9999","!giveme PV_Glider_Manta:9999"
,"Pure Quartz","Quartz","Quartz","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialOre","1","0","500","5","9999","Pure Quartz often found in snowy fields and similar places. Required to create Circuit Board.",,,"https://paldeck.cc/items/Quartz","!give Quartz:9999","!giveme Quartz:9999"
,"Breeder's Precious Pal","QuestItem_Breeder_1","QuestItem_Breeder_1","Other","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeOther","1","2","10","0","1","A sphere containing a breeder's precious Pal. It should be reunited with its owner.",,,"https://paldeck.cc/items/QuestItem_Breeder_1","!give QuestItem_Breeder_1:9999","!giveme QuestItem_Breeder_1:9999"
,"Farmer's Special Dish","QuestItem_Farmer_1","QuestItem_Farmer_1","Other","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeOther","1","2","10","0","1","A home-cooked meal from a doting farmer. It gives off an absolutely mouthwatering aroma.",,,"https://paldeck.cc/items/QuestItem_Farmer_1","!give QuestItem_Farmer_1:9999","!giveme QuestItem_Farmer_1:9999"
,"Zoe's Tattered Memento","QuestItem_Zoe_1","QuestItem_Zoe_1","Other","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeOther","1","4","10","0","1","A worn scrap of fabric with a faint lingering scent. To Zoe, it's a treasured reminder of the past.",,,"https://paldeck.cc/items/QuestItem_Zoe_1","!give QuestItem_Zoe_1:9999","!giveme QuestItem_Zoe_1:9999"
,"Zoe's Halloween Costume","QuestItem_Zoe_Halloweenskin_1","QuestItem_Zoe_Halloweenskin_1","Other","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeOther","1","4","4080","0","1","A Halloween outfit for Zoe. She's bound to love it, so let's give it to her!",,,"https://paldeck.cc/items/QuestItem_Zoe_Halloweenskin_1","!give QuestItem_Zoe_Halloweenskin_1:9999","!giveme QuestItem_Zoe_Halloweenskin_1:9999"
,"Mushroom Quiche","Quiche","Quiche","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishVegetable","4","3","2220","0.5","9999","A dish made by baking a pastry crust filled with eggs, vegetables, mushrooms, and cream. It’s delicious even when cooled. Eating it will help you stay fuller for a while and make it harder for your SAN value to decrease for a period of time.",,,"https://paldeck.cc/items/Quiche","!give Quiche:9999","!giveme Quiche:9999"
,"Hexolite Quartz","RainbowCrystal","RainbowCrystal","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialOre","1","0","1000","2","9999","A rare crystal found only in Feybreak. Over many years, Paladium has condensed and transformed, now shining with a rainbow-like glow.",,,"https://paldeck.cc/items/RainbowCrystal","!give RainbowCrystal:9999","!giveme RainbowCrystal:9999"
,"Starfruit ☆1","Rankup_1","Rankup_1","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumePalRankUp","1","3","10","1","9999","A magical fruit, said to be seen only on the rarest of occasions. Raises a Pal’s rank from ☆0 to ☆1.",,,"https://paldeck.cc/items/Rankup_1","!give Rankup_1:9999","!giveme Rankup_1:9999"
